#
#  gcf_000012905cyc 28.1 Reactions link table generated on Tue Jul 23, 2024
#
RXN-15889	EC-2.7.8.7
RXN-17873	EC-3.4.11.18
KDUD-RXN	EC-1.1.1.125
RXN1A0-6303	EC-1.3.1
RXN-16619	EC-4.2.1.59
RXN-9781	EC-5.1.99.5
NAD-KIN-RXN	EC-2.7.1.23
DARAB5PISOM-RXN	EC-5.3.1.13
RXN-20717	EC-3.5.1.68
RXN-14386	EC-2.8.1
RXN0-6484	EC-3.1.13.5
RXN-10642	EC-4.1.1.37
2.7.1.156-RXN	EC-2.7.1.156
CATECHOL-2-3-DIOXYGENASE-RXN	EC-1.13.11.2
RXN-10722	
NICONUCADENYLYLTRAN-RXN	EC-2.7.7.18
6.3.1.10-RXN	EC-6.3.1.10
RXN-14957	EC-2.8.1.8
KYNURENINE-3-MONOOXYGENASE-RXN	EC-1.14.13.9
TRANS-RXN1ZK9-14	
1.2.1.2-RXN	EC-1.17.1.9
RXN1G-1435	EC-3.1.3.12
3.6.3.41-RXN	EC-7.6.2.5
CATAL-RXN	EC-1.11.1.6	EC-1.11.1.21
RXN-9384	EC-2.5.1.48
RXN0-20	EC-2.5.1.145
PHOSGLYPHOS-RXN	EC-2.7.2.3
RXN-15513	EC-5.4.2.11
DIOHBUTANONEPSYN-RXN	EC-4.1.99.12
TRNA-GUANINE-N7--METHYLTRANSFERASE-RXN	EC-2.1.1.33
RXN-19299	EC-2.4.2.21
TRANS-RXN1ZK9-19	
THREODEHYD-RXN	EC-1.1.1.103
RXN-12473	EC-2.8.1.11
RXN0-5254	
GABATRANSAM-RXN	EC-2.6.1.19
ACETYLORNTRANSAM-RXN	EC-2.6.1.11
RXN0-2381	EC-4.1.2.8
ACETOOHBUTSYN-RXN	EC-2.2.1.6
GLYOXYLATE-REDUCTASE-NADP+-RXN	EC-1.1.1.79
METHIONINE--TRNA-LIGASE-RXN	EC-6.1.1.10
PANTEPADENYLYLTRAN-RXN	EC-2.7.7.3
3.5.2.14-RXN	EC-3.5.2.14
4.2.1.58-RXN	EC-4.2.1.59
RXN0-947	EC-2.3.1.181
GLUTRNAREDUCT-RXN	EC-1.2.1.70
RXN-11838	EC-5.4.99.24
RXN-11135	EC-5.6.2
GALACTOKIN-RXN	EC-2.7.1.6
RXN-9533	EC-4.2.1.59
RXN1ZK9-12	
RXN0-6479	EC-3.1.13.1
2.3.1.154-RXN	EC-2.3.1.176
5.3.3.10-RXN	EC-5.3.3.10
RXN-12195	EC-3.6.1.15
TRANS-RXN1ZK9-20	
RXN-14257	
RXN-16631	EC-4.2.1.59
RXN0-2921	EC-6.3.2.17
RXN-19335	EC-2.5.1.17
ASPARAGINE--TRNA-LIGASE-RXN	EC-6.1.1.22
3-DEHYDROQUINATE-DEHYDRATASE-RXN	EC-4.2.1.10
RXN-9520	EC-4.2.1.59
RXN-8798	
RXN-17881	
RXN-16909	
FHLMULTI-RXN	
PNKIN-RXN	EC-2.7.1.35
GLUTACONYL-COA-DECARBOXYLASE-RXN	
RXN-13459	EC-5.3.2.6
GPH-RXN	EC-3.1.3.18
RXN-14064	EC-3.1.4.16
RXN0-5398	EC-4.2.1.70
RXN-7664	
1.10.2.2-RXN	EC-7.1.1.8
DNA-LIGASE-ATP-RXN	EC-6.5.1.1	EC-6.5.1.6	EC-6.5.1.7
PYRIDOXKIN-RXN	EC-2.7.1.35
ABC-33-RXN	EC-7.5.2.13	EC-7.5.2.10
RXN-12878	
RXN-17917	
ADENYLOSUCCINATE-SYNTHASE-RXN	EC-6.3.4.4
GLYOXII-RXN	EC-3.1.2.6
RXN-16616	EC-1.1.1.100
RXN-8780	
RXN-12625	EC-3.2.1.52
R601-RXN	EC-1.3.5.4
CHD-RXN	EC-1.1.99.1
BUTYRATE-KINASE-RXN	EC-2.7.2.7
SAICARSYN-RXN	EC-6.3.2.6
BENZALDEHYDE-DEHYDROGENASE-NADP+-RXN	EC-1.2.1.7
RXN-11667	EC-4.2.1.150
UDP-NACMUR-ALA-LIG-RXN	EC-6.3.2.8
RXNQT-4366	EC-3.1.1.1
MHPELY-RXN	EC-4.1.3.39
RXN-8102	EC-2.1.1.250
RXN-14304	EC-2.4.2.28
RXN-8769	EC-6.3.5.11
RXN0-5189	EC-3.2.2.20
NITRIC-OXIDE-REDUCTASE-RXN	EC-1.7.2.5
RXN0-1321	EC-2.4.2.29
5.4.99.16-RXN	EC-5.4.99.16
3.1.3.16-RXN	EC-3.1.3.16
RXN-9590	EC-2.3.1.274
3.1.2.21-RXN	EC-3.1.2.21
AICARSYN-RXN	EC-4.3.2.2
UREIDOGLYCOLATE-HYDROLASE-RXN	EC-3.5.1.116
RXN-11217	EC-3.5.2.2
H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN	EC-3.6.1.67
RXN-9157	EC-2.3.2.2
RXN0-5242	
RXN-9662	EC-1.3.1.9
ABC-13-RXN	EC-7.4.2.1
RXN-14315	
PHOSPHASERDECARB-RXN	EC-4.1.1.65
DIAMINOPIMEPIM-RXN	EC-5.1.1.7
MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	EC-3.1.3.25
TRANS-RXN1ZK9-9	
LCARNCOALIG-RXN	EC-6.2.1.48
POLYPHOSPHATE-KINASE-RXN	EC-2.7.4.1
RXN-9238	EC-4.1.1.98
3.4.11.18-RXN	EC-3.4.11.18
ABC-34-RXN	EC-7.6.2.10
RXN-8665	EC-1.13.11.11	EC-1.13.11.52
3.1.22.4-RXN	EC-3.1.22.4
RXN-10981	
DTMPKI-RXN	EC-2.7.4.12	EC-2.7.4.13	EC-2.7.4.9
CERAMIDE-GLUCOSYLTRANSFERASE-RXN	EC-2.4.1.80
RXN0-6370	
RXN-9516	EC-2.3.1.179	EC-2.3.1.41
2.7.3.9-RXN	EC-2.7.3.9
IMIDAZOLONEPROPIONASE-RXN	EC-3.5.2.7
FORMYLTHFDEFORMYL-RXN	EC-3.5.1.10
RXN-14196	
RXN-11179	
RIBOFLAVINSYNDEAM-RXN	EC-3.5.4.26
RXN-18384	EC-1.3.1.85
LAUROYLACYLTRAN-RXN	EC-2.3.1.241
3.4.11.1-RXN	EC-3.4.11.1	EC-3.4.11.9
RXN-20084	
RXN1ZK9-4	
RXN0-3921	EC-1.4.3
RXN0-5114	EC-3.1.3.3
RXN-11845	EC-2.1.1.166
RXN-16804	
DMBPPRIBOSYLTRANS-RXN	EC-2.4.2.21
RXN-17783	EC-1.3.8.8
RXN-12460	EC-3.1.1.29
RXN-14904	
RXN-17920	
RXN-9644	EC-6.2.1.3
RXN-19004	
1.5.1.20-RXN	EC-1.5.1.20
RXN-13826	
O-ACETYLHOMOSERINE-THIOL-LYASE-RXN	EC-2.5.1.49
2-NITROPROPANE-DIOXYGENASE-RXN	EC-1.13.12.16
RXN-11592	EC-2.1.1.177
ABC-26-RXN	EC-7.4.2
RXN-15881	EC-2.8.1.7
RXN-9663	EC-1.3.1.9
PEPTIDYLPROLYL-ISOMERASE-RXN	EC-5.2.1.8
PGPPHOSPHA-RXN	EC-3.1.3.27
RXN-16691	
5.4.2.10-RXN	EC-5.4.2.10
RXN0-4261	EC-5.6.2
THI-P-KIN-RXN	EC-2.7.4.16
MALTODEXGLUCOSID-RXN	EC-3.2.1.20
FADSYN-RXN	EC-2.7.7.2
RXN-10665	EC-4.2.1.131
RXN-10671	EC-1.14.15.9
PYRUFLAVREDUCT-RXN	EC-1.2.7.1
PRTRANS-RXN	EC-2.4.2.18
GLUTATHIONE-REDUCT-NADPH-RXN	EC-1.8.1.7
2.1.1.100-RXN	EC-2.1.1.100
METHENYLTHFCYCLOHYDRO-RXN	EC-3.5.4.9
RXN-8961	EC-4.1.3.24
BRANCHED-CHAINAMINOTRANSFERVAL-RXN	EC-2.6.1.42
RXN0-5226	EC-3.2.1.52
RXN-14396	
1.13.11.6-RXN	EC-1.13.11.6
RXN0-5248	
PYRAMKIN-RXN	EC-2.7.1.35
RXN-14451	
ENTDB-RXN	EC-2.7.8.7
RXN-11649	
RXN-20400	EC-6.3.2.2
RXN-14937	EC-3.1.2.30
RXN-1623	EC-2.3.1.51
2OXOGLUTARATEDEH-RXN	EC-1.2.1
HISTCYCLOHYD-RXN	EC-3.5.4.19
RXN66-550	EC-1.5.5.1
AMP-NUCLEOSID-RXN	EC-3.2.2.4
RXN-19772	
ABC-3-RXN	EC-7.4.2.1
RXN-8782	EC-1.1.99.32
RXN-2902	EC-1.2.1.18
1.2.4.4-RXN	EC-1.2.4.4
3.4.11.2-RXN	EC-3.4.11.2	EC-3.4.11.14
RXN-20498	EC-2.3.1.39
R311-RXN	EC-3.5.1.4
RXN-20082	
GDPPYPHOSKIN-RXN	EC-2.7.6.5
RXN-19619	EC-1.7.2.3
2-DEHYDROPANTOATE-REDUCT-RXN	EC-1.1.1.169
DTDPGLUCOSEPP-RXN	EC-2.7.7.24
RXN-8642	
RXN-14278	EC-1.3.8.7
RXN-17779	EC-1.3.8.8
3-OXOACYL-ACP-REDUCT-RXN	EC-1.1.1.100
RXN-9510	EC-1.5.1.42
3.2.1.52-RXN	EC-3.2.1.52
PYRROLINECARBREDUCT-RXN	EC-1.5.1.2
RXN0-7192	EC-6.3.4.15
RXN0-3962	EC-1.2.1.4
RXN-11811	
RXN-15733	EC-2.7.6.3
RXN-15124	
RXN0-5021	EC-2.7.7.101	EC-2.7.7.102
RXN-6341	EC-6.3.2.17
RXN-7665	
PYRIMSYN3-RXN	EC-2.7.4.7
3.2.1.14-RXN	EC-3.2.1.14
AMYLOMALT-RXN	EC-2.4.1.25
RXN1ZK9-2	
ASPAMINOTRANS-RXN	EC-2.6.1.1
PHOSPHAGLYPSYN-RXN	EC-2.7.8.5
RXN-18357	EC-1.5.1.3
RXN-17155	EC-2.3.1
RXN-14959	EC-2.8.1.8
RXN-9633	EC-1.1.1.100
NICOTINAMID-RXN	EC-3.5.1.19
CREATINASE-RXN	EC-3.5.3.3
DGTPTRIPHYDRO-RXN	EC-3.1.5.1
RXN0-6491	EC-1.3.5.2
DNA-DIRECTED-RNA-POLYMERASE-RXN	EC-2.7.7.6
RXN0-3942	EC-3.5.1.94
ABC-25-RXN	EC-7.6.2.11	EC-7.6.2.16
RXN-9521	EC-1.3.1.39	EC-1.3.1.10
FCLREDUCT-RXN	
RXN-14117	EC-2.7.1.40
3.6.3.21-RXN	EC-7.4.2.1
RXN-11837	EC-5.4.99.23
PHOSCHOL-RXN	EC-3.1.4.4
RXN-13191	EC-1.14.13.81
HISTAMINOTRANS-RXN	EC-2.6.1.9
HYPOXANPRIBOSYLTRAN-RXN	EC-2.4.2.8
RXN-7593	
ASPARTATEKIN-RXN	EC-2.7.2.4
RXN0-5199	EC-2.4.2.15	EC-2.4.2.1
RXN-14025	EC-3.1.3.5
NMNNUCLEOSID-RXN	EC-3.2.2.14	EC-3.2.2.6
3.1.11.2-RXN	EC-3.1.11.2
MALONYL-COA-ACP-TRANSACYL-RXN	EC-2.3.1.39
TRANS-RXN0-468	
GAMMA-GLUTAMYLTRANSFERASE-RXN	EC-2.3.2.2
RXN-17752	
DIHYDROOROTATE-DEHYDROGENASE-RXN	EC-1.3.5.2
TRANS-RXN0-234	
RXN-14207	EC-2.7.1.40
5.3.1.23-RXN	EC-5.3.1.23
RXN-12354	EC-5.3.2
RXN-18777	EC-2.4.1.18
GLUCONOLACT-RXN	EC-3.1.1.17
2.6.1.57-RXN	EC-2.6.1.57
RXN-19302	EC-2.7.8.26
RXN1G-1436	EC-3.1.3.12
RXN-7567	EC-4.2.1.84
RXN-14091	EC-3.1.4.16
RXN-12865	EC-1.8.1
HOMOCYSMET-RXN	EC-2.1.1.14
TRNA-NUCLEOTIDYLTRANSFERASE-RXN	EC-2.7.7.56
TAGAALDOL-RXN	EC-4.1.2.40
RXN-18446	EC-6.2.1.1
2TRANSKETO-RXN	EC-2.2.1.1
RXN-19040	EC-2.8.1.1
RXN-14381	
3.4.24.40-RXN	EC-3.4.24.40
RXN-15468	
RXN-7669	EC-2.4.1.18
URACIL-PRIBOSYLTRANS-RXN	EC-2.4.2.9
RXN-16637	EC-3.1.1.29
325-BISPHOSPHATE-NUCLEOTIDASE-RXN	EC-3.1.3.7
PROTEIN-TYROSINE-PHOSPHATASE-RXN	EC-3.1.3.48
6.3.2.10-RXN	EC-6.3.2.10
RXN0-1342	EC-2.4.99.17
3.4.23.43-RXN	EC-3.4.23.43
RXN-17846	EC-2.3.2.6
ACYLPYRUVATE-HYDROLASE-RXN	EC-3.7.1.5
AGMATIN-RXN	EC-3.5.3.11
TRANS-RXN1ZK9-22	
RXN-14129	EC-3.5.4.1
RXN1ZK9-13	
RXN-19295	EC-2.4.2.21
ORNCARBAMTRANSFER-RXN	EC-2.1.3.3
UDPGLUCEPIM-RXN	EC-5.1.3.2
RXN-9025	EC-2.4.1.1
RXN-19308	EC-2.7.8.26
RXN-12391	EC-2.4.1.25
RXN-10078	EC-1.14.13.1
ACETYL-COA-ACETYLTRANSFER-RXN	EC-2.3.1.16	EC-2.3.1.9
RXN-12412	
RXN-15628	
RXN-19477	EC-2.7.8.7
RXN-19915	EC-2.7.1.4
RXN-14693	
SERINE-O-ACETTRAN-RXN	EC-2.3.1.30
AIRS-RXN	EC-6.3.3.1
PRIBFAICARPISOM-RXN	EC-5.3.1.16
RXN-9160	EC-5.1.3.10
NAG6PDEACET-RXN	EC-3.5.1.25
RXN-16880	EC-2.1.1
RXN-7663	EC-2.5.1.62
RXN-16629	EC-2.3.1.179	EC-2.3.1.41
GLUTAMINE--TRNA-LIGASE-RXN	EC-6.1.1.18
RXN-13704	EC-1.13.11.2
AMINOACYLASE-RXN	EC-3.5.1.14
RXN0-4401	EC-3.6.1.22
RXN-1825	EC-3.2.1
RXN-16687	
RXN-8643	EC-1.1.1.93
RXN0-6512	EC-2.3.1.223
LYSINE--TRNA-LIGASE-RXN	EC-6.1.1.6
1.2.7.4-RXN	EC-1.2.7.4
RXN-12587	
RXN-12706	EC-2.3.1.176
ABC-19-RXN	EC-7.3.2.5
SEDOHEPTULOSE-BISPHOSPHATASE-RXN	EC-3.1.3.37
RXN-14388	
RXN-17607	EC-3.5.5.1
RXN0-1134	EC-1.2.4.1
DCTP-DEAM-RXN	EC-3.5.4.13
RXN0-5222	
CREATININE-DEAMINASE-RXN	EC-3.5.4.21
RXN-9655	EC-4.2.1.59
RXN-17362	EC-3.4.23.36
RXN-1381	EC-2.3.1.15
METHYLGLUTACONYL-COA-HYDRATASE-RXN	EC-4.2.1.18
RXN-10851	
FPPSYN-RXN	EC-2.5.1.10
RXN-14971	EC-1.3.5.1
RXN-9387	EC-5.1.99.5
RXN-9524	EC-1.1.1.100
RXN-20679	EC-1.1.1.35
2.3.1.180-RXN	EC-2.3.1.180
RXN-8975	EC-2.7.8.13
RXN-14515	
RXN-15910	EC-3.2.1.20
RXN-14387	
RXN-7933	EC-3.5.1.16
RXN-17847	EC-2.3.2.6
METHIONINE-GAMMA-LYASE-RXN	EC-4.4.1.11
CDPDIGLYSYN-RXN	EC-2.7.7.41
RXN-12540	
RXN0-4022	EC-1.7.1.13
RXN-17919	
RXN1G01-42	EC-1.1.2.8
THI-P-SYN-RXN	EC-2.5.1.3
N-ACETYLGLUTPREDUCT-RXN	EC-1.2.1.38
RXN-17428	EC-1.3.1.83
RXN-16628	EC-1.3.1.9
RXN-9912	EC-1.14.13.1
MALSYN-RXN	EC-2.3.3.9
3-ISOPROPYLMALDEHYDROG-RXN	
RXN-18092	EC-2.3.2.2
CYCPHOSDIESTER-RXN	EC-3.1.4.16
BTUR2-RXN	EC-2.5.1.17
RIB5PISOM-RXN	EC-5.3.1.6
ORNITHINE-CYCLODEAMINASE-RXN	EC-4.3.1.12
RXN-14197	EC-3.5.4.1
3.4.21.50-RXN	EC-3.4.21.50
RXN-16427	EC-2.7.7.77
RXN-7644	EC-1.1.1.14
RXN-11334	EC-1.1.99.35
XMPXAN-RXN	EC-3.1.3.5
2PGADEHYDRAT-RXN	EC-4.2.1.11
RXN-16630	EC-1.1.1.100
FERREDOXIN--NAD+-REDUCTASE-RXN	EC-1.18.1.3
MCPMETEST-RXN	EC-3.1.1.61
RXN-8761	
GLYOHMETRANS-RXN	EC-2.1.2.1
SULFATE-ADENYLYLTRANS-RXN	EC-2.7.7.4
PABASYN-RXN	EC-2.6.1.85
4.2.1.61-RXN	EC-4.2.1.59
RXN-13519	
RXN-18272	EC-2.4.1.80
RXN-18604	EC-7.1.1.8
RXN-19340	
RXN-14189	EC-1.11.1.6
RXN-18510	EC-2.7.1.26
THIOSULFATE-SULFURTRANSFERASE-RXN	EC-2.8.1.1
RXN-8768	EC-5.4.99.60
RXN-15512	
SARCOSINE-DEHYDROGENASE-RXN	EC-1.5.8.3
RXN-14390	
RXN-21072	EC-4.2.99
ACETYL-COA-HYDROLASE-RXN	EC-3.1.2.1
RXN-12074	EC-4.1.3.17
RXN0-2584	EC-3.2.2.27
ACYLCOASYN-RXN	EC-6.2.1
3.1.26.3-RXN	EC-3.1.26.3
2-METHYLACYL-COA-DEHYDROGENASE-RXN	EC-1.3.8.5
RXN-9555	EC-3.1.2.14
UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN	EC-2.3.1.191
ENZRXN-201-RXN	EC-1.1.1.2
RXN0-5305	
RXN-13697	EC-2.6.1.1
5-FORMYL-THF-CYCLO-LIGASE-RXN	EC-6.3.3.2
RXN-19329	EC-1.5.1.3
RXN-5286	EC-1.3.1.75
RXN-13615	EC-1.3.8.7
1.2.1.27-RXN	EC-1.2.1.27
RXN-16033	EC-1.1.1.159
1.2.1.13-RXN	EC-1.2.1.13
3.4.11.9-RXN	EC-3.4.11.9
ENOYL-COA-DELTA-ISOM-RXN	EC-5.3.3.8
GLYCOLATE-REDUCTASE-RXN	EC-1.1.1.26
RXN-14364	EC-5.1.3.31
RXN-7710	EC-2.4.1.18
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN	EC-2.3.1.37
RXN-8899	
RXN1ZK9-5	
GLYC3PDEHYDROGBIOSYN-RXN	EC-1.1.1.94
RXN-10720	
RXN-14150	EC-5.3.1.30
UROCANATE-HYDRATASE-RXN	EC-4.2.1.49
RXN-17363	EC-2.3.1.269
THREONINE--TRNA-LIGASE-RXN	EC-6.1.1.3
RXN-12275	EC-1.18.99
ENOYL-ACP-REDUCT-NADPH-RXN	EC-1.3.1.10	EC-1.3.1.104	EC-1.3.1.39
SERINE--PYRUVATE-AMINOTRANSFERASE-RXN	EC-2.6.1.51
RXN0-3201	EC-3.4.21
RXN-7719	EC-1.8.1.4
RXN-19671	EC-1.6.5.2
RXN-20675	EC-4.2.1.17
3.4.21.102-RXN	EC-3.4.21.102
RXN0-7188	
OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-RXN	EC-1.14.99.60
6.3.5.6-RXN	EC-6.3.5.6
GLYCEROL-KIN-RXN	EC-2.7.1.30
RXN-16688	
RXN-7587	
NADPH-DEHYDROGENASE-FLAVIN-RXN	EC-1.5.1.30
NITRATE-REDUCTASE-NADPH-RXN	EC-1.7.1.3
RXN-9658	EC-1.3.1.9
RXN-11176	EC-1.21.98.4
PRODISULFREDUCT-RXN	EC-1.8.4.2
RXN0-366	EC-3.2.2.1
RXN-11648	EC-2.1.1
RXN-9623	EC-6.2.1.3
DUTP-PYROP-RXN	EC-3.6.1.23	EC-3.6.1.9
SUCCARGDIHYDRO-RXN	EC-3.5.3.23
RXN1F-72	EC-1.3.1.75
RXN-14249	EC-1.1.1.103
RXN-18702	
2.7.7.60-RXN	EC-2.7.7.60
RXN-14112	EC-3.1.4.16
RXN-17753	
RXN-20784	EC-2.7.1.130
RXN-11109	EC-5.6.2
RXN-19301	EC-2.4.2.21
GLYCOGEN-BRANCH-RXN	EC-2.4.1.18
RXN-9591	EC-2.3.1.275
FGAMSYN-RXN	EC-6.3.5.3
RXN-14812	
CARBOXY-OXOHEPT-ENEDIOATE-DECARBOXY-RXN	
RXN-14371	EC-2.4.1.18
RXN-12861	
AMP-DEPHOSPHORYLATION-RXN	EC-3.1.3.5
NITRATE-REDUCTASE-NADPORNOPH-RXN	EC-1.7.1.2
RXN-13482	EC-2.1.3.3
RXN-11653	EC-1.14.15.9
DADPKIN-RXN	EC-2.7.4.6
RXN-15941	EC-5.1.1.22
CELLULOSE-SYNTHASE-UDP-FORMING-RXN	EC-2.4.1.12
DXPREDISOM-RXN	EC-1.1.1.267
RXN-9527	EC-2.3.1.179	EC-2.3.1.41
RXN-20081	
PYRUVFORMLY-RXN	EC-2.3.1.54
BETA-LACTAMASE-RXN	EC-3.5.2.6
RXN-8629	EC-1.8.1.4
CYSTATHIONINE-BETA-LYASE-RXN	EC-4.4.1.13
ATPPHOSPHORIBOSYLTRANS-RXN	EC-2.4.2.17
KETOACYLCOATHIOL-RXN	EC-2.3.1.16
2.7.7.8-RXN	EC-2.7.7.8
RXN-10767	EC-3.1.1.1
DEOXYADENPHOSPHOR-RXN	EC-2.4.2.1
GLYRIBONUCSYN-RXN	EC-6.3.4.13
5.5.1.2-RXN	EC-5.5.1.2
RXN1F-66	EC-2.5.1.62
RXN0-7080	
PHENYLPYRUVATE-DECARBOXYLASE-RXN	EC-4.1.1.43
DEOXYINOPHOSPHOR-RXN	EC-2.4.2.1
RXN-9222	EC-2.5.1.39
TRANS-RXN1ZK9-26	
QUINOPRIBOTRANS-RXN	EC-2.4.2.19
RXN1ZK9-1	
ADCLY-RXN	EC-4.1.3.38
RXN0-1133	EC-2.3.1.12
KDO-8PSYNTH-RXN	EC-2.5.1.55
XANPRIBOSYLTRAN-RXN	EC-2.4.2.22
RXN-17876	EC-3.4.11.18
RXN-5282	
RXN0-1461	EC-1.3.3.3
RXN-17918	
DEOXYGLUCONOKIN-RXN	EC-2.7.1.178	EC-2.7.1.45
3.5.1.27-RXN	EC-3.5.1.88
R345-RXN	EC-6.3.5.10
DTDPGLUCDEHYDRAT-RXN	EC-4.2.1.46
RXN0-1147	EC-2.3.1.61
RXN-15831	
RXN-20407	EC-6.3.2.3
XYLULOKIN-RXN	EC-2.7.1.17
RXN1ZK9-8	
RXN-11181	EC-1.3.3.11
DALADALALIG-RXN	EC-6.3.2.4
3.4.13.19-RXN	EC-3.4.13.19
RXN-14256	
RXN-12621	
ALTRODEHYDRAT-RXN	EC-4.2.1.7
UTPHEXPURIDYLYLTRANS-RXN	EC-2.7.7.10	EC-2.7.7.64
RXN-8976	EC-2.4.1.227
RXN-12365	EC-1.18.1.3
RXN-13460	
3.4.21.89-RXN	EC-3.4.21.89
RXN-8999	EC-2.5.1.31
RXN-4301	EC-3.2.1.68
3.1.26.12-RXN	EC-3.1.26.12
2.5.1.32-RXN	
RXN-14277	EC-2.3.1.16
RXN-10625	EC-1.3.1.83
TRANS-RXN0-277	EC-7.1.1.1
FORMAMIDASE-RXN	EC-3.5.1.49
RXN0-3601	EC-2.8.3.21
RXN-17801	EC-7.1.1.3
BRANCHED-CHAINAMINOTRANSFERLEU-RXN	EC-2.6.1.6	EC-2.6.1.42
CARBODEHYDRAT-RXN	EC-4.2.1.1
DISULFOXRED-RXN	EC-1.8.4
RXN-10086	EC-2.3.1.174
RXN-11333	EC-1.1.2.8
RXN-9523	EC-2.3.1.179	EC-2.3.1.41
RXN-11409	
RXN0-262	EC-2.7.7.77
H2PTEROATESYNTH-RXN	EC-2.5.1.15
RXN-13036	EC-2.3.1.204
CELLOBIOSE-PHOSPHORYLASE-RXN	EC-2.4.1.20
RXN-19298	EC-2.4.2.21
RXN-19947	EC-3.2.1.33	EC-2.4.1.25
CARNDETRU-RXN	EC-4.2.1.149
RXN-9223	EC-4.1.1.98
BRANCHED-CHAINAMINOTRANSFERILEU-RXN	EC-2.6.1.42
PORPHOBILSYNTH-RXN	EC-4.2.1.24
RXN-9537	EC-4.2.1.59
RXN-16650	EC-2.4.1.129
RXN-15348	
RXN-17884	EC-1.1.1.284
PREPHENATEDEHYDRAT-RXN	EC-4.2.1.51
NITROGENASE-RXN	EC-1.18.6.1
RXN-12002	EC-2.7.4.22	EC-2.7.4.14
ASPARTOACYLASE-RXN	EC-3.5.1.15
HYPOTAURINE-DEHYDROGENASE-RXN	EC-1.8.1.3
RXN-9632	EC-2.3.1.41
RXN-19342	
RXN-14107	EC-7.1.1.8
RXN-14385	EC-2.8.1.7
GLY-X-CARBOXYPEPTIDASE-RXN	EC-3.4.17.4
RXN-15509	
RXN-15261	EC-3.5.4.3
RXN-18392	
RXN0-5244	
RXN-3641	EC-2.3.1.174
RXN-11835	EC-5.4.99.21
RXN-19493	EC-2.7.8.7
BIOTIN-CARBOXYL-RXN	EC-6.3.4.14
RXN-11586	EC-2.1.1.192
3.4.17.8-RXN	EC-3.4.16.4	EC-3.4.17.8
RXN0-4961	EC-3.1.11
GLYCINE--TRNA-LIGASE-RXN	EC-6.1.1.14
2.3.1.179-RXN	EC-2.3.1.179
RXN1ZK9-14	
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN	EC-2.7.1.92
RXN-9531	EC-2.3.1.179	EC-2.3.1.41
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN	EC-4.1.1.44
RXN0-6485	EC-3.1.26.12
TRANS-RXN0-573	EC-7.6.2.10
RXN-8957	EC-1.3.1.85
5.99.1.3-RXN	EC-5.6.2.2
DHHB-METHYLTRANSFER-RXN	EC-2.1.1.64
RXN0-6481	EC-2.7.7.56
RXN-13403	EC-2.1.1.107
RXN0-882	EC-1.17.7.1
3.2.1.141-RXN	EC-3.2.1.141
RUBREDOXIN--NAD+-REDUCTASE-RXN	EC-1.18.1.1
HYDROG-RXN	EC-1.12.7.2
RXN-10711	EC-3.1.1.1
RXN-14730	EC-4.3.1.29
RXN-11210	EC-3.5.1.6
3.1.26.4-RXN	EC-3.1.26.4
TAURINE-AMINOTRANSFERASE-RXN	EC-2.6.1.77
RXN0-6490	
CDPREDUCT-RXN	EC-1.17.4.1
FARNESYLTRANSTRANSFERASE-RXN	EC-2.5.1.29
RXN-17354	
RXN0-6522	EC-3.1.26.12
ADENINE-DEAMINASE-RXN	EC-3.5.4.2
PEPCARBOX-RXN	EC-4.1.1.31
RXN-17391	EC-4.2.2
RXN-8675	
RXN-16322	EC-1.13.12.16
RXN-12746	EC-6.2.1.41
CYSTEINE--TRNA-LIGASE-RXN	EC-6.1.1.16
ACETYLHOMOSER-CYS-RXN	EC-2.5.1.49
MANDELATE-RACEMASE-RXN	EC-5.1.2.2
NADH-DEHYDROG-A-RXN	EC-7.1.1.2
TETHYDPICSUCC-RXN	EC-2.3.1.117
RIBOFLAVIN-SYN-RXN	EC-2.5.1.9
RXN-17878	EC-3.4.11.18
RXN-16462	
D-2-HYDROXY-ACID-DEHYDROGENASE-RXN	EC-1.1.99.6
KETOGLUTREDUCT-RXN	EC-1.1.1.399
RXN-14384	EC-2.8.1
RXN66-336	EC-2.3.2.2
1TRANSKETO-RXN	EC-2.2.1.1
RXN-16955	EC-1.2.1.7
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	EC-2.1.1.201
LYSINE-23-AMINOMUTASE-RXN	EC-5.4.3.2
HISTALDEHYD-RXN	
ABC-24-RXN	EC-7.6.2.11
RXN-7666	
HYDROXY-MANDELATE-RACEMASE-RXN	EC-5.1.2.2
RXN-14950	EC-2.8.1.8
RXN-16632	EC-1.3.1.9
RXN-8960	EC-4.2.1.148
ABC-42-RXN	EC-7.5.2.8
PEPDEPHOS-RXN	EC-2.7.1.40
ADDALT-RXN	EC-3.5.4.4
RXN-2425	EC-4.2.1.17
RXN-11209	EC-1.3.1.2
RXN-18819	
RXN-15123	EC-3.5.99.10
UDPNACETYLGLUCOSAMACYLTRANS-RXN	EC-2.3.1.129
